taxon;taxonid;taxon_group;tax_orig;tax_origid;tax_orig_taal;tax_canon
Turgenia latifolia (L.) Hoffmann;INBSYS0000008281;VP;Turgenia latifolia (L.) Hoffmann;INBSYS0000008281;Sci;Turgenia latifolia
Turritis glabra L.;INBSYS0000016262;VP;Turritis glabra L.;INBSYS0000016262;Sci;Turritis glabra
Tussilago;INBSYS0000015875;VP;Tussilago;INBSYS0000015875;Sci;Tussilago
Tussilago farfara L.;INBSYS0000014708;VP;Tussilago farfara L.;INBSYS0000014708;Sci;Tussilago farfara
Typha;INBSYS0000015876;VP;Typha;INBSYS0000015876;Sci;Typha
Typha ×glauca Godr.;TI2025042200003489;VP;Typha ×glauca Godr.;TI2025042200003489;Sci;Typha x glauca
Typha angustifolia L.;INBSYS0000013661;VP;Typha angustifolia L.;INBSYS0000013661;Sci;Typha angustifolia
Typha latifolia L.;INBSYS0000013660;VP;Typha latifolia L.;INBSYS0000013660;Sci;Typha latifolia
Ulex;INBSYS0000014113;VP;Ulex;INBSYS0000014113;Sci;Ulex
Ulex europaeus L.;INBSYS0000014114;VP;Ulex europaeus L.;INBSYS0000014114;Sci;Ulex europaeus
Ulex minor Roth;INBSYS0000014115;VP;Ulex minor Roth;INBSYS0000014115;Sci;Ulex minor
Ulmus;INBSYS0000014405;VP;Ulmus;INBSYS0000014405;Sci;Ulmus
Ulmus ×hollandica Mill.;TI2025042200003492;VP;Ulmus ×hollandica Mill.;TI2025042200003492;Sci;Ulmus x hollandica
Ulmus glabra Huds.;INBSYS0000017213;VP;Ulmus glabra Huds.;INBSYS0000017213;Sci;Ulmus glabra
Ulmus laevis Pallas;INBSYS0000015243;VP;Ulmus laevis Pallas;INBSYS0000015243;Sci;Ulmus laevis
Ulmus minor Mill.;INBSYS0000017379;VP;Ulmus minor Mill.;INBSYS0000017379;Sci;Ulmus minor
Ulmus minor Mill. var. cornubiensis (Weston) Richens;TX2009083117385056;VP;Ulmus minor Mill. var. cornubiensis (Weston) Richens;TX2009083117385056;Sci;Ulmus minor var. cornubiensis
Ulota;INBSYS0000002045;BR;Ulota;INBSYS0000002045;Sci;Ulota
Ulota bruchii Hornsch. ex Brid.;INBSYS0000001698;BR;Ulota bruchii Hornsch. ex Brid.;INBSYS0000001698;Sci;Ulota bruchii
Ulota coarctata (P.Beauv.) Hammar;INBSYS0000001466;BR;Ulota coarctata (P.Beauv.) Hammar;INBSYS0000001466;Sci;Ulota coarctata
Ulota crispa (Hedw.) Brid. s.l.;TI2025042200003493;BR;Ulota crispa (Hedw.) Brid. s.l.;TI2025042200003493;Sci;Ulota crispa groep
Ulota crispa (Hedw.) Brid. s.s.;TI2025042200003494;BR;Ulota crispa (Hedw.) Brid. s.s.;TI2025042200003494;Sci;Ulota crispa
Ulota crispula Bruch;TI2025042200003495;BR;Ulota crispula Bruch;TI2025042200003495;Sci;Ulota crispula
Ulota hutchinsiae (Sm.) Hammar;INBSYS0000001516;BR;Ulota hutchinsiae (Sm.) Hammar;INBSYS0000001516;Sci;Ulota hutchinsiae
Ulota intermedia Schimp.;TI2025042200003496;BR;Ulota intermedia Schimp.;TI2025042200003496;Sci;Ulota intermedia
Ulota phyllantha Brid.;INBSYS0000001586;BR;Ulota phyllantha Brid.;INBSYS0000001586;Sci;Ulota phyllantha
Ulota rehmannii Jur.;INBSYS0000001706;BR;Ulota rehmannii Jur.;INBSYS0000001706;Sci;Ulota rehmannii
Umbilicaria;TX2009083118171615;LI;Umbilicaria;TX2009083118171615;Sci;Umbilicaria
Umbilicaria deusta (L.) Baumg.;INBSYS0000057909;LI;Umbilicaria deusta (L.) Baumg.;INBSYS0000057909;Sci;Umbilicaria deusta
Umbilicus rupestris (Salisb.) Dandy;INBSYS0000014256;VP;Umbilicus rupestris (Salisb.) Dandy;INBSYS0000014256;Sci;Umbilicus rupestris
Urtica;INBSYS0000015879;VP;Urtica;INBSYS0000015879;Sci;Urtica
Urtica dioica L.;INBSYS0000014402;VP;Urtica dioica L.;INBSYS0000014402;Sci;Urtica dioica
Urtica urens L.;INBSYS0000014401;VP;Urtica urens L.;INBSYS0000014401;Sci;Urtica urens
Usnea;TX2009083118173031;LI;Usnea;TX2009083118173031;Sci;Usnea
Usnea articulata (L.) Hoffm.;INBSYS0000057913;LI;Usnea articulata (L.) Hoffm.;INBSYS0000057913;Sci;Usnea articulata
Usnea cornuta Körb.;INBSYS0000058903;LI;Usnea cornuta Körb.;INBSYS0000058903;Sci;Usnea cornuta
Usnea esperantiana P. Clerc;TX2009083118172215;LI;Usnea esperantiana P. Clerc;TX2009083118172215;Sci;Usnea esperantiana
Usnea fulvoreagens (Räsänen) Räsänen;INBSYS0000058904;LI;Usnea fulvoreagens (Räsänen) Räsänen;INBSYS0000058904;Sci;Usnea fulvoreagens
Usnea hirta (L.) F.H. Wigg.;TI2025042200003498;LI;Usnea hirta (L.) F.H. Wigg.;TI2025042200003498;Sci;Usnea hirta
Usnea subfloridana Stirt.;INBSYS0000057919;LI;Usnea subfloridana Stirt.;INBSYS0000057919;Sci;Usnea subfloridana
Usnea wasmuthii Räsänen;INBSYS0000058906;LI;Usnea wasmuthii Räsänen;INBSYS0000058906;Sci;Usnea wasmuthii
Usnea wirthii P. Clerc;TX2009083118173346;LI;Usnea wirthii P. Clerc;TX2009083118173346;Sci;Usnea wirthii
Utricularia;INBSYS0000015252;VP;Utricularia;INBSYS0000015252;Sci;Utricularia
Utricularia australis R. Brown;INBSYS0000008269;VP;Utricularia australis R. Brown;INBSYS0000008269;Sci;Utricularia australis
Utricularia intermedia Hayne;INBSYS0000014571;VP;Utricularia intermedia Hayne;INBSYS0000014571;Sci;Utricularia intermedia
Utricularia minor L.;INBSYS0000014572;VP;Utricularia minor L.;INBSYS0000014572;Sci;Utricularia minor
Utricularia ochroleuca R. Hartm.;INBSYS0000008268;VP;Utricularia ochroleuca R. Hartm.;INBSYS0000008268;Sci;Utricularia ochroleuca
Utricularia vulgaris groep;TX2009083117390187;VP;Utricularia vulgaris groep;TX2009083117390187;Sci;Utricularia vulgaris groep
Utricularia vulgaris L.;INBSYS0000014570;VP;Utricularia vulgaris L.;INBSYS0000014570;Sci;Utricularia vulgaris
Vaccaria;INBSYS0000015880;VP;Vaccaria;INBSYS0000015880;Sci;Vaccaria
Vaccaria hispanica (Mill.) Rauschert;INBSYS0000017215;VP;Vaccaria hispanica (Mill.) Rauschert;INBSYS0000017215;Sci;Vaccaria hispanica
Vaccinium;INBSYS0000015881;VP;Vaccinium;INBSYS0000015881;Sci;Vaccinium
Vaccinium corymbosum L.;INBSYS0000015092;VP;Vaccinium corymbosum L.;INBSYS0000015092;Sci;Vaccinium corymbosum
Vaccinium macrocarpon Ait.;INBSYS0000008266;VP;Vaccinium macrocarpon Ait.;INBSYS0000008266;Sci;Vaccinium macrocarpon
Vaccinium myrtillus L.;INBSYS0000014450;VP;Vaccinium myrtillus L.;INBSYS0000014450;Sci;Vaccinium myrtillus
Vaccinium oxycoccos L.;INBSYS0000014452;VP;Vaccinium oxycoccos L.;INBSYS0000014452;Sci;Vaccinium oxycoccos
Vaccinium uliginosum L.;INBSYS0000014451;VP;Vaccinium uliginosum L.;INBSYS0000014451;Sci;Vaccinium uliginosum
Vaccinium vitis-idaea L.;INBSYS0000014449;VP;Vaccinium vitis-idaea L.;INBSYS0000014449;Sci;Vaccinium vitis-idaea
Valeriana;INBSYS0000014678;VP;Valeriana;INBSYS0000014678;Sci;Valeriana
Valeriana dioica L.;INBSYS0000014679;VP;Valeriana dioica L.;INBSYS0000014679;Sci;Valeriana dioica
Valeriana repens Host;INBSYS0000008262;VP;Valeriana repens Host;INBSYS0000008262;Sci;Valeriana repens
Valeriana wallrothii Kreyer;INBSYS0000008257;VP;Valeriana wallrothii Kreyer;INBSYS0000008257;Sci;Valeriana wallrothii
Valerianella;INBSYS0000015882;VP;Valerianella;INBSYS0000015882;Sci;Valerianella
Valerianella carinata Loisel.;INBSYS0000017216;VP;Valerianella carinata Loisel.;INBSYS0000017216;Sci;Valerianella carinata
Valerianella coronata (L.) DC.;INBSYS0000016654;VP;Valerianella coronata (L.) DC.;INBSYS0000016654;Sci;Valerianella coronata
Valerianella dentata (L.) Pollich;INBSYS0000014677;VP;Valerianella dentata (L.) Pollich;INBSYS0000014677;Sci;Valerianella dentata
Valerianella eriocarpa Desv.;INBSYS0000014676;VP;Valerianella eriocarpa Desv.;INBSYS0000014676;Sci;Valerianella eriocarpa
Valerianella locusta (L.) Laterr.;INBSYS0000014674;VP;Valerianella locusta (L.) Laterr.;INBSYS0000014674;Sci;Valerianella locusta
Valerianella rimosa Bast.;INBSYS0000014675;VP;Valerianella rimosa Bast.;INBSYS0000014675;Sci;Valerianella rimosa
Variospora aurantia (Pers.) Arup, Frödén & Søchting;TI2025042200003501;LI;Variospora aurantia (Pers.) Arup, Frödén & Søchting;TI2025042200003501;Sci;Variospora aurantia
Variospora flavescens (Huds.) Arup, Frödén & Søchting;TI2025042200003502;LI;Variospora flavescens (Huds.) Arup, Frödén & Søchting;TI2025042200003502;Sci;Variospora flavescens
Ventenata dubia (Leers) Coss.;INBSYS0000008252;VP;Ventenata dubia (Leers) Coss.;INBSYS0000008252;Sci;Ventenata dubia
Verbascum;INBSYS0000014513;VP;Verbascum;INBSYS0000014513;Sci;Verbascum
Verbascum blattaria L.;INBSYS0000014519;VP;Verbascum blattaria L.;INBSYS0000014519;Sci;Verbascum blattaria
Verbascum densiflorum Bertol.;INBSYS0000014515;VP;Verbascum densiflorum Bertol.;INBSYS0000014515;Sci;Verbascum densiflorum
Verbascum lychnitis L.;INBSYS0000014517;VP;Verbascum lychnitis L.;INBSYS0000014517;Sci;Verbascum lychnitis
Verbascum lychnitis L. f. album (Mill.) Koch;TX2009083117393750;VP;Verbascum lychnitis L. f. album (Mill.) Koch;TX2009083117393750;Sci;Verbascum lychnitis f. album
Verbascum nigrum L.;INBSYS0000014518;VP;Verbascum nigrum L.;INBSYS0000014518;Sci;Verbascum nigrum
Verbascum phlomoides L.;INBSYS0000014516;VP;Verbascum phlomoides L.;INBSYS0000014516;Sci;Verbascum phlomoides
Verbascum phoeniceum L.;INBSYS0000014521;VP;Verbascum phoeniceum L.;INBSYS0000014521;Sci;Verbascum phoeniceum
Verbascum pulverulentum Vill.;INBSYS0000017218;VP;Verbascum pulverulentum Vill.;INBSYS0000017218;Sci;Verbascum pulverulentum
Verbascum thapsus L.;INBSYS0000014514;VP;Verbascum thapsus L.;INBSYS0000014514;Sci;Verbascum thapsus
Verbascum virgatum Stokes;INBSYS0000014520;VP;Verbascum virgatum Stokes;INBSYS0000014520;Sci;Verbascum virgatum
Verbascum x ambiguum Lej.;TI2025042200003504;VP;Verbascum x ambiguum Lej.;TI2025042200003504;Sci;Verbascum x ambiguum
Verbascum x incanum Gaudin;TI2025042200003505;VP;Verbascum x incanum Gaudin;TI2025042200003505;Sci;Verbascum x incanum
Verbascum x ramigerum Link;INBSYS0000008246;VP;Verbascum x ramigerum Link;INBSYS0000008246;Sci;Verbascum x ramigerum
Verbena;INBSYS0000015885;VP;Verbena;INBSYS0000015885;Sci;Verbena
Verbena officinalis L.;INBSYS0000014573;VP;Verbena officinalis L.;INBSYS0000014573;Sci;Verbena officinalis
Veronica;INBSYS0000014919;VP;Veronica;INBSYS0000014919;Sci;Veronica
Veronica acinifolia L.;INBSYS0000014544;VP;Veronica acinifolia L.;INBSYS0000014544;Sci;Veronica acinifolia
Veronica agrestis L.;INBSYS0000014551;VP;Veronica agrestis L.;INBSYS0000014551;Sci;Veronica agrestis
Veronica anagallis-aquatica L.;INBSYS0000014532;VP;Veronica anagallis-aquatica L.;INBSYS0000014532;Sci;Veronica anagallis-aquatica
Veronica anagallis-aquatica L. subsp. anagallis-aquatica;TX2009083117400212;VP;Veronica anagallis-aquatica L. subsp. anagallis-aquatica;TX2009083117400212;Sci;Veronica anagallis-aquatica subsp. anagallis-aquatica
Veronica anagallis-aquatica L. subsp. anagalloides (Guss.) Batt.;TX2009083117400612;VP;Veronica anagallis-aquatica L. subsp. anagalloides (Guss.) Batt.;TX2009083117400612;Sci;Veronica anagallis-aquatica subsp. anagalloides
Veronica anagallis-aquatica L. subsp. aquatica Nyman;TX2009083117400412;VP;Veronica anagallis-aquatica L. subsp. aquatica Nyman;TX2009083117400412;Sci;Veronica anagallis-aquatica subsp. aquatica
Veronica arvensis L.;INBSYS0000014542;VP;Veronica arvensis L.;INBSYS0000014542;Sci;Veronica arvensis
Veronica beccabunga L.;INBSYS0000014531;VP;Veronica beccabunga L.;INBSYS0000014531;Sci;Veronica beccabunga
Veronica chamaedrys L.;INBSYS0000014537;VP;Veronica chamaedrys L.;INBSYS0000014537;Sci;Veronica chamaedrys
Veronica cymbalaria Bodard;TI2025042200003507;VP;Veronica cymbalaria Bodard;TI2025042200003507;Sci;Veronica cymbalaria
Veronica filiformis Smith;INBSYS0000014552;VP;Veronica filiformis Smith;INBSYS0000014552;Sci;Veronica filiformis
Veronica hederifolia L.;INBSYS0000014547;VP;Veronica hederifolia L.;INBSYS0000014547;Sci;Veronica hederifolia
Veronica hederifolia L. subsp. hederifolia;TX2009083117401328;VP;Veronica hederifolia L. subsp. hederifolia;TX2009083117401328;Sci;Veronica hederifolia subsp. hederifolia
Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl;TX2009083117401428;VP;Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl;TX2009083117401428;Sci;Veronica hederifolia subsp. lucorum
Veronica longifolia L.;INBSYS0000014539;VP;Veronica longifolia L.;INBSYS0000014539;Sci;Veronica longifolia
Veronica montana L.;INBSYS0000014536;VP;Veronica montana L.;INBSYS0000014536;Sci;Veronica montana
Veronica officinalis L.;INBSYS0000014535;VP;Veronica officinalis L.;INBSYS0000014535;Sci;Veronica officinalis
Veronica opaca Fries;INBSYS0000016690;VP;Veronica opaca Fries;INBSYS0000016690;Sci;Veronica opaca
Veronica peregrina L.;INBSYS0000014541;VP;Veronica peregrina L.;INBSYS0000014541;Sci;Veronica peregrina
Veronica persica Poiret;INBSYS0000014549;VP;Veronica persica Poiret;INBSYS0000014549;Sci;Veronica persica
Veronica polita Fries;INBSYS0000014550;VP;Veronica polita Fries;INBSYS0000014550;Sci;Veronica polita
Veronica praecox All.;INBSYS0000014545;VP;Veronica praecox All.;INBSYS0000014545;Sci;Veronica praecox
Veronica prostrata L.;INBSYS0000016691;VP;Veronica prostrata L.;INBSYS0000016691;Sci;Veronica prostrata
Veronica scutellata L.;INBSYS0000014534;VP;Veronica scutellata L.;INBSYS0000014534;Sci;Veronica scutellata
Veronica serpyllifolia L.;INBSYS0000014540;VP;Veronica serpyllifolia L.;INBSYS0000014540;Sci;Veronica serpyllifolia
Veronica spicata L.;INBSYS0000014538;VP;Veronica spicata L.;INBSYS0000014538;Sci;Veronica spicata
Veronica teucrium L.;INBSYS0000016266;VP;Veronica teucrium L.;INBSYS0000016266;Sci;Veronica teucrium
Veronica teucrium L. var. teucrium;TI2025042200003509;VP;Veronica teucrium L. var. teucrium;TI2025042200003509;Sci;Veronica teucrium var. teucrium
Veronica triphyllos L.;INBSYS0000014546;VP;Veronica triphyllos L.;INBSYS0000014546;Sci;Veronica triphyllos
Veronica verna L.;INBSYS0000014543;VP;Veronica verna L.;INBSYS0000014543;Sci;Veronica verna
Verrucaria;TX2009083118180309;LI;Verrucaria;TX2009083118180309;Sci;Verrucaria
Verrucaria acrotella Ach.;INBSYS0000058908;LI;Verrucaria acrotella Ach.;INBSYS0000058908;Sci;Verrucaria acrotella
Verrucaria aethiobola Wahlenb. ex Ach.;TX2009083118173546;LI;Verrucaria aethiobola Wahlenb. ex Ach.;TX2009083118173546;Sci;Verrucaria aethiobola
Verrucaria aquatilis Mudd;INBSYS0000058025;LI;Verrucaria aquatilis Mudd;INBSYS0000058025;Sci;Verrucaria aquatilis
Verrucaria bryoctona (Th. Fr.) Orange;INBSYS0000058081;LI;Verrucaria bryoctona (Th. Fr.) Orange;INBSYS0000058081;Sci;Verrucaria bryoctona
Verrucaria caerulea DC.;INBSYS0000058026;LI;Verrucaria caerulea DC.;INBSYS0000058026;Sci;Verrucaria caerulea
Verrucaria dolosa Hepp;INBSYS0000058038;LI;Verrucaria dolosa Hepp;INBSYS0000058038;Sci;Verrucaria dolosa
Verrucaria erichsenii Zschacke;INBSYS0000058912;LI;Verrucaria erichsenii Zschacke;INBSYS0000058912;Sci;Verrucaria erichsenii
Verrucaria glaucina Ach.;TX2009083118174262;LI;Verrucaria glaucina Ach.;TX2009083118174262;Sci;Verrucaria glaucina
Verrucaria halizoa Leight.;TX2009083118174362;LI;Verrucaria halizoa Leight.;TX2009083118174362;Sci;Verrucaria halizoa
Verrucaria hochstetteri Fr.;INBSYS0000058033;LI;Verrucaria hochstetteri Fr.;INBSYS0000058033;Sci;Verrucaria hochstetteri
Verrucaria hydrela Ach.;TX2009083118174562;LI;Verrucaria hydrela Ach.;TX2009083118174562;Sci;Verrucaria hydrela
Verrucaria internigrescens (Nyl.) Erichsen;TX2009083118174678;LI;Verrucaria internigrescens (Nyl.) Erichsen;TX2009083118174678;Sci;Verrucaria internigrescens
Verrucaria latericola Erichsen;TX2009083118174778;LI;Verrucaria latericola Erichsen;TX2009083118174778;Sci;Verrucaria latericola
Verrucaria lecideoides Trev.;TX2009083118174878;LI;Verrucaria lecideoides Trev.;TX2009083118174878;Sci;Verrucaria lecideoides
Verrucaria macrostoma Dufour ex DC.;TX2009083118174978;LI;Verrucaria macrostoma Dufour ex DC.;TX2009083118174978;Sci;Verrucaria macrostoma
Verrucaria maculiformis Krempelh.;TX2009083118175078;LI;Verrucaria maculiformis Krempelh.;TX2009083118175078;Sci;Verrucaria maculiformis
Verrucaria maura Wahlenb.;TX2009083118175178;LI;Verrucaria maura Wahlenb.;TX2009083118175178;Sci;Verrucaria maura
Verrucaria mucosa Wahlenb.;TX2009083118175278;LI;Verrucaria mucosa Wahlenb.;TX2009083118175278;Sci;Verrucaria mucosa
Verrucaria muralis Ach.;INBSYS0000058036;LI;Verrucaria muralis Ach.;INBSYS0000058036;Sci;Verrucaria muralis
Verrucaria nigrescens Pers.;INBSYS0000058039;LI;Verrucaria nigrescens Pers.;INBSYS0000058039;Sci;Verrucaria nigrescens
Verrucaria ochrostoma Borrer;TI2025042200003512;LI;Verrucaria ochrostoma Borrer;TI2025042200003512;Sci;Verrucaria ochrostoma
Verrucaria papillosa Ach.;INBSYS0000058082;LI;Verrucaria papillosa Ach.;INBSYS0000058082;Sci;Verrucaria papillosa
Verrucaria paulula Zschacke;TX2009083118175893;LI;Verrucaria paulula Zschacke;TX2009083118175893;Sci;Verrucaria paulula
Verrucaria pinguicula A. Massal.;INBSYS0000058040;LI;Verrucaria pinguicula A. Massal.;INBSYS0000058040;Sci;Verrucaria pinguicula
Verrucaria praetermissa (Trevisan) Anzi;TX2009083118180093;LI;Verrucaria praetermissa (Trevisan) Anzi;TX2009083118180093;Sci;Verrucaria praetermissa
Verrucaria rheitrophila Zschacke;INBSYS0000058915;LI;Verrucaria rheitrophila Zschacke;INBSYS0000058915;Sci;Verrucaria rheitrophila
Verrucaria sandstedei de Lesd.;TX2009083118180209;LI;Verrucaria sandstedei de Lesd.;TX2009083118180209;Sci;Verrucaria sandstedei
Verrucaria striatula Wahlenb.;TX2009083118180409;LI;Verrucaria striatula Wahlenb.;TX2009083118180409;Sci;Verrucaria striatula
Verrucaria tectorum (A. Massal.) Körb.;INBSYS0000057093;LI;Verrucaria tectorum (A. Massal.) Körb.;INBSYS0000057093;Sci;Verrucaria tectorum
Verrucaria umbrinula Nyl.;INBSYS0000057099;LI;Verrucaria umbrinula Nyl.;INBSYS0000057099;Sci;Verrucaria umbrinula
Verrucaria virens Nyl.;INBSYS0000057077;LI;Verrucaria virens Nyl.;INBSYS0000057077;Sci;Verrucaria virens
Verrucaria viridula (Schrad.) Ach.;INBSYS0000058042;LI;Verrucaria viridula (Schrad.) Ach.;INBSYS0000058042;Sci;Verrucaria viridula
Verrucaria xyloxena Norman;INBSYS0000058035;LI;Verrucaria xyloxena Norman;INBSYS0000058035;Sci;Verrucaria xyloxena
Vezdaea;TX2009083118181525;LI;Vezdaea;TX2009083118181525;Sci;Vezdaea
Vezdaea acicularis Coppins;INBSYS0000058083;LI;Vezdaea acicularis Coppins;INBSYS0000058083;Sci;Vezdaea acicularis
Vezdaea aestivalis (Ohlert) Tscherm.-Woess & Poelt;INBSYS0000058204;LI;Vezdaea aestivalis (Ohlert) Tscherm.-Woess & Poelt;INBSYS0000058204;Sci;Vezdaea aestivalis
Vezdaea leprosa (P. James) Vezda;INBSYS0000057108;LI;Vezdaea leprosa (P. James) Vezda;INBSYS0000057108;Sci;Vezdaea leprosa
Vezdaea retigera Poelt & Döbbeler;INBSYS0000058917;LI;Vezdaea retigera Poelt & Döbbeler;INBSYS0000058917;Sci;Vezdaea retigera
Viburnum;INBSYS0000015886;VP;Viburnum;INBSYS0000015886;Sci;Viburnum
Viburnum lantana L.;INBSYS0000014667;VP;Viburnum lantana L.;INBSYS0000014667;Sci;Viburnum lantana
Viburnum opulus L.;INBSYS0000014668;VP;Viburnum opulus L.;INBSYS0000014668;Sci;Viburnum opulus
Vicia;INBSYS0000015253;VP;Vicia;INBSYS0000015253;Sci;Vicia
Vicia bithynica (L.) L.;INBSYS0000014168;VP;Vicia bithynica (L.) L.;INBSYS0000014168;Sci;Vicia bithynica
Vicia cracca L.;INBSYS0000014157;VP;Vicia cracca L.;INBSYS0000014157;Sci;Vicia cracca
Vicia faba L.;INBSYS0000014957;VP;Vicia faba L.;INBSYS0000014957;Sci;Vicia faba
Vicia lathyroides L.;INBSYS0000014167;VP;Vicia lathyroides L.;INBSYS0000014167;Sci;Vicia lathyroides
Vicia lutea L.;INBSYS0000014163;VP;Vicia lutea L.;INBSYS0000014163;Sci;Vicia lutea
Vicia orobus DC.;INBSYS0000014160;VP;Vicia orobus DC.;INBSYS0000014160;Sci;Vicia orobus
Vicia pannonica Crantz;INBSYS0000014935;VP;Vicia pannonica Crantz;INBSYS0000014935;Sci;Vicia pannonica
Vicia sativa L.;INBSYS0000014954;VP;Vicia sativa L.;INBSYS0000014954;Sci;Vicia sativa
Vicia sativa L. subsp. nigra (L.) Ehrh.;TX2009083117405621;VP;Vicia sativa L. subsp. nigra (L.) Ehrh.;TX2009083117405621;Sci;Vicia sativa subsp. nigra
Vicia sativa L. subsp. sativa;TX2009083117405821;VP;Vicia sativa L. subsp. sativa;TX2009083117405821;Sci;Vicia sativa subsp. sativa
Vicia sativa L. subsp. segetalis (Thuill.) Gaudin;TX2009083117405421;VP;Vicia sativa L. subsp. segetalis (Thuill.) Gaudin;TX2009083117405421;Sci;Vicia sativa subsp. segetalis
Vicia sepium L.;INBSYS0000014162;VP;Vicia sepium L.;INBSYS0000014162;Sci;Vicia sepium
Vicia tenuifolia Roth;INBSYS0000014158;VP;Vicia tenuifolia Roth;INBSYS0000014158;Sci;Vicia tenuifolia
Vicia tetrasperma (L.) Schreb.;INBSYS0000017222;VP;Vicia tetrasperma (L.) Schreb.;INBSYS0000017222;Sci;Vicia tetrasperma
Vicia tetrasperma (L.) Schreb. subsp. gracilis (DC.) Hook. f.;TX2009083117410253;VP;Vicia tetrasperma (L.) Schreb. subsp. gracilis (DC.) Hook. f.;TX2009083117410253;Sci;Vicia tetrasperma subsp. gracilis
Vicia tetrasperma (L.) Schreb. subsp. tetrasperma;TX2009083117410353;VP;Vicia tetrasperma (L.) Schreb. subsp. tetrasperma;TX2009083117410353;Sci;Vicia tetrasperma subsp. tetrasperma
Vicia villosa Roth;INBSYS0000014159;VP;Vicia villosa Roth;INBSYS0000014159;Sci;Vicia villosa
Vicia villosa Roth subsp. varia (Host) Corb.;TX2009083117410553;VP;Vicia villosa Roth subsp. varia (Host) Corb.;TX2009083117410553;Sci;Vicia villosa subsp. varia
Vinca;INBSYS0000015888;VP;Vinca;INBSYS0000015888;Sci;Vinca
Vinca major L.;INBSYS0000014473;VP;Vinca major L.;INBSYS0000014473;Sci;Vinca major
Vinca minor L.;INBSYS0000014472;VP;Vinca minor L.;INBSYS0000014472;Sci;Vinca minor
Vincetoxicum;INBSYS0000016766;VP;Vincetoxicum;INBSYS0000016766;Sci;Vincetoxicum
Vincetoxicum hirundinaria Med.;INBSYS0000008210;VP;Vincetoxicum hirundinaria Med.;INBSYS0000008210;Sci;Vincetoxicum hirundinaria
Viola;INBSYS0000013952;VP;Viola;INBSYS0000013952;Sci;Viola
Viola arvensis Murray;INBSYS0000013960;VP;Viola arvensis Murray;INBSYS0000013960;Sci;Viola arvensis
Viola calaminaria (Gingins) Lej.;INBSYS0000008206;VP;Viola calaminaria (Gingins) Lej.;INBSYS0000008206;Sci;Viola calaminaria
Viola canina L.;INBSYS0000013955;VP;Viola canina L.;INBSYS0000013955;Sci;Viola canina
Viola canina L. var. dunensis W. Beck.;TX2009083117412084;VP;Viola canina L. var. dunensis W. Beck.;TX2009083117412084;Sci;Viola canina var. dunensis
Viola curtisii E. Forster;INBSYS0000008200;VP;Viola curtisii E. Forster;INBSYS0000008200;Sci;Viola curtisii
Viola elatior Fr.;TI2025042200003516;VP;Viola elatior Fr.;TI2025042200003516;Sci;Viola elatior
Viola hirta L.;INBSYS0000013954;VP;Viola hirta L.;INBSYS0000013954;Sci;Viola hirta
